CPU	 1	 0
CPU	 9	 0
CPU	 7	 0
CPU	 5	 0
CPU	 11	 0
CPU	 13	 0
CPU	 3	 0
CPU	 15	 0.016675
CPU	 17	 0
CPU	 19	 0
CPU	 21	 0
CPU	 23	 0
CPU	 25	 0
CPU	 27	 0
CPU	 29	 0
CPU	 31	 0
CPU	 33	 0
CPU	 35	 0
CPU	 37	 0
CPU	 39	 0.016675
CPU	 41	 0
CPU	 43	 0
CPU	 45	 0.016675
CPU	 47	 0
CPU	 49	 0.016675
CPU	 51	 0.016675
CPU	 53	 0
CPU	 55	 0
CPU	 57	 0
CPU	 59	 0
CPU	 61	 0.01665
CPU	 63	 0
CPU	 65	 0
CPU	 67	 0
CPU	 69	 0.016675
CPU	 71	 0
CPU	 73	 0
CPU	 75	 0.01665
CPU	 77	 0
CPU	 79	 0
CPU	 81	 0.01665
CPU	 83	 0
CPU	 85	 0
CPU	 87	 0
CPU	 89	 0
CPU	 91	 0
CPU	 93	 0.016675
CPU	 95	 0.016675
CPU	 97	 0
CPU	 99	 0.01665
IO	 0	 15.2167
IO	 2	 15.2167
IO	 4	 15.2667
IO	 6	 15.3667
IO	 8	 15.4
IO	 10	 15.4833
IO	 12	 15.4833
IO	 14	 15.5333
IO	 16	 15.5833
IO	 18	 15.6
IO	 20	 15.6333
IO	 22	 15.6667
IO	 24	 15.7167
IO	 26	 15.75
IO	 28	 15.8
IO	 30	 15.8167
IO	 32	 15.8667
IO	 34	 15.85
IO	 36	 15.8833
IO	 38	 15.9
IO	 40	 15.95
IO	 42	 15.9167
IO	 44	 15.9334
IO	 46	 15.9333
IO	 48	 15.95
IO	 50	 15.9167
IO	 52	 15.95
IO	 54	 15.9167
IO	 56	 15.9
IO	 58	 15.9
IO	 60	 15.9
IO	 62	 15.8833
IO	 64	 15.8834
IO	 66	 15.85
IO	 68	 15.8333
IO	 70	 15.8
IO	 72	 15.7833
IO	 74	 15.75
IO	 76	 15.7167
IO	 78	 15.6833
IO	 80	 15.6333
IO	 82	 15.6
IO	 84	 15.5667
IO	 86	 15.5
IO	 88	 15.4833
IO	 90	 15.4167
IO	 92	 15.35
IO	 94	 15.3167
IO	 96	 15.2667
IO	 98	 15.2
