CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0
CPU	 13	 0
CPU	 15	 0
CPU	 17	 0
CPU	 19	 0
CPU	 21	 0
CPU	 23	 0.016675
CPU	 25	 0.01665
CPU	 27	 0
CPU	 29	 0.016675
CPU	 31	 0.01665
CPU	 33	 0.016675
CPU	 35	 0
CPU	 37	 0
CPU	 39	 0
CPU	 41	 0
CPU	 43	 0
CPU	 45	 0.016675
CPU	 47	 0
CPU	 49	 0
CPU	 51	 0
CPU	 53	 0
CPU	 55	 0
CPU	 57	 0
CPU	 59	 0.01665
CPU	 61	 0.016675
CPU	 63	 0
CPU	 65	 0.016675
CPU	 67	 0
CPU	 69	 0.01665
CPU	 71	 0
CPU	 73	 0.016675
CPU	 75	 0.016675
CPU	 77	 0.016675
CPU	 79	 0.016675
CPU	 81	 0.016675
CPU	 83	 0.016675
CPU	 85	 0
CPU	 87	 0.01665
CPU	 89	 0.01665
CPU	 91	 0.016675
CPU	 93	 0.016675
CPU	 95	 0.016675
CPU	 97	 0.016675
CPU	 99	 0.01665
IO	 0	 14.5833
IO	 2	 14.65
IO	 4	 14.7167
IO	 6	 14.7834
IO	 8	 14.8333
IO	 10	 14.8833
IO	 12	 14.9333
IO	 14	 15
IO	 16	 15.0333
IO	 18	 15.0667
IO	 20	 15.1167
IO	 22	 15.15
IO	 24	 15.1833
IO	 26	 15.2167
IO	 28	 15.25
IO	 30	 15.2833
IO	 32	 15.3
IO	 34	 15.3333
IO	 36	 15.35
IO	 38	 15.3667
IO	 40	 15.3833
IO	 42	 15.3833
IO	 44	 15.4167
IO	 46	 15.4167
IO	 48	 15.4167
IO	 50	 15.4167
IO	 52	 15.4167
IO	 54	 15.4
IO	 56	 15.4
IO	 58	 15.4
IO	 60	 15.3834
IO	 62	 15.3833
IO	 64	 15.35
IO	 66	 15.35
IO	 68	 15.3167
IO	 70	 15.3
IO	 72	 15.2667
IO	 74	 15.2333
IO	 76	 15.2
IO	 78	 15.1667
IO	 80	 15.1334
IO	 82	 15.0833
IO	 84	 15.05
IO	 86	 15.0167
IO	 88	 14.95
IO	 90	 14.9
IO	 92	 14.8667
IO	 94	 14.8
IO	 96	 14.7333
IO	 98	 14.6834
