CPU	 1	 0.1
CPU	 5	 0.1
CPU	 3	 0.1
CPU	 7	 0.1
CPU	 9	 0.1
CPU	 11	 0.1
CPU	 13	 0.116675
CPU	 15	 0.116675
CPU	 17	 0.11665
CPU	 19	 0.1
CPU	 21	 0.1
CPU	 23	 0.11665
CPU	 25	 0.11665
CPU	 27	 0.1
CPU	 29	 0.11665
CPU	 31	 0.13335
CPU	 33	 0.11665
CPU	 35	 0.116675
CPU	 37	 0.11665
CPU	 39	 0.116675
CPU	 41	 0.116675
CPU	 43	 0.116675
CPU	 45	 0.133325
CPU	 47	 0.1
CPU	 49	 0.133325
CPU	 51	 0.11665
CPU	 53	 0.13335
CPU	 55	 0.116675
CPU	 57	 0.116675
CPU	 59	 0.116675
CPU	 61	 0.116675
CPU	 63	 0.133325
CPU	 65	 0.116675
CPU	 67	 0.116675
CPU	 69	 0.116675
CPU	 71	 0.133325
CPU	 73	 0.13335
CPU	 75	 0.11665
CPU	 77	 0.116675
CPU	 79	 0.133325
CPU	 81	 0.11665
CPU	 83	 0.133325
CPU	 85	 0.116675
CPU	 87	 0.15
CPU	 89	 0.11665
CPU	 91	 0.13335
CPU	 93	 0.13335
CPU	 95	 0.11665
CPU	 97	 0.133325
CPU	 99	 0.133325
